% Date [YYYYMMDD],20230806,,,,,,,
% Experimenter,LH,,,,,,,
% Experiment,GammaSleep,,,,,,,
% Condition,exp,,,,,,,
% Note,,,,,,,,
%  ,,,,,,,,
% Sample rate [Hz],80,,,,,,,
% MinValue,0,,,,,,,
% MaxValue,2000,,,,,,,
% NSamples,24800,,,,,,,
% NRepeat,1,,,,,,,
% ,,,,,,,,
Sample,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Trigger,Note
433,2,2,0,0,0,0,0,
434,0,0,0,0,0,0,0,
435,2,2,0,0,0,0,0,
436,0,0,0,0,0,0,0,
437,2,2,0,0,0,0,0,
438,0,0,0,0,0,0,0,
439,2,2,0,0,0,0,0,
440,0,0,0,0,0,0,0,
441,2,2,0,0,0,0,0,
442,0,0,0,0,0,0,0,
443,2,2,0,0,0,0,0,
444,0,0,0,0,0,0,0,
445,2,2,0,0,0,0,0,
446,0,0,0,0,0,0,0,
447,2,2,0,0,0,0,0,
448,0,0,0,0,0,0,0,
449,2,2,0,0,0,0,0,
450,0,0,0,0,0,0,0,
451,2,2,0,0,0,0,0,
452,0,0,0,0,0,0,0,
453,2,2,0,0,0,0,0,
454,0,0,0,0,0,0,0,
455,2,2,0,0,0,0,0,
456,0,0,0,0,0,0,0,
457,2,2,0,0,0,0,0,
458,0,0,0,0,0,0,0,
459,2,2,0,0,0,0,0,
460,0,0,0,0,0,0,0,
461,2,2,0,0,0,0,0,
462,0,0,0,0,0,0,0,
463,2,2,0,0,0,0,0,
464,0,0,0,0,0,0,0,
465,2,2,0,0,0,0,0,
466,0,0,0,0,0,0,0,
467,2,2,0,0,0,0,0,
468,0,0,0,0,0,0,0,
469,2,2,0,0,0,0,0,
470,0,0,0,0,0,0,0,
471,2,2,0,0,0,0,0,
472,0,0,0,0,0,0,0,
473,2,2,0,0,0,0,0,
474,0,0,0,0,0,0,0,
475,2,2,0,0,0,0,0,
476,0,0,0,0,0,0,0,
477,2,2,0,0,0,0,0,
478,0,0,0,0,0,0,0,
479,2,2,0,0,0,0,0,
480,0,0,0,0,0,0,0,
481,2,2,0,0,0,0,0,
482,0,0,0,0,0,0,0,
483,2,2,0,0,0,0,0,
484,0,0,0,0,0,0,0,
485,2,2,0,0,0,0,0,
486,0,0,0,0,0,0,0,
487,2,2,0,0,0,0,0,
488,0,0,0,0,0,0,0,
489,2,2,0,0,0,0,0,
490,0,0,0,0,0,0,0,
491,2,2,0,0,0,0,0,
492,0,0,0,0,0,0,0,
493,2,2,0,0,0,0,0,
494,0,0,0,0,0,0,0,
495,2,2,0,0,0,0,0,
496,0,0,0,0,0,0,0,
497,2,2,0,0,0,0,0,
498,0,0,0,0,0,0,0,
499,2,2,0,0,0,0,0,
500,0,0,0,0,0,0,0,
501,2,2,0,0,0,0,0,
502,0,0,0,0,0,0,0,
503,2,2,0,0,0,0,0,
504,0,0,0,0,0,0,0,
505,2,2,0,0,0,0,0,
506,0,0,0,0,0,0,0,
507,2,2,0,0,0,0,0,
508,0,0,0,0,0,0,0,
509,2,2,0,0,0,0,0,
510,0,0,0,0,0,0,0,
511,2,2,0,0,0,0,0,
512,0,0,0,0,0,0,0,
513,2,2,0,0,0,0,0,
514,0,0,0,0,0,0,0,
515,2,2,0,0,0,0,0,
516,0,0,0,0,0,0,0,
517,2,2,0,0,0,0,0,
518,0,0,0,0,0,0,0,
519,2,2,0,0,0,0,0,
520,0,0,0,0,0,0,0,
521,2,2,0,0,0,0,0,
522,0,0,0,0,0,0,0,
523,2,2,0,0,0,0,0,
524,0,0,0,0,0,0,0,
525,2,2,0,0,0,0,0,
526,0,0,0,0,0,0,0,
527,2,2,0,0,0,0,0,
528,0,0,0,0,0,0,0,
529,2,2,0,0,0,0,0,
530,0,0,0,0,0,0,0,
531,2,2,0,0,0,0,0,
532,0,0,0,0,0,0,0,
533,2,2,0,0,0,0,0,
534,0,0,0,0,0,0,0,
535,2,2,0,0,0,0,0,
536,0,0,0,0,0,0,0,
537,2,2,0,0,0,0,0,
538,0,0,0,0,0,0,0,
539,2,2,0,0,0,0,0,
540,0,0,0,0,0,0,0,
541,2,2,0,0,0,0,0,
542,0,0,0,0,0,0,0,
543,3,3,0,0,0,0,0,
544,0,0,0,0,0,0,0,
545,3,3,0,0,0,0,0,
546,0,0,0,0,0,0,0,
547,3,3,0,0,0,0,0,
548,0,0,0,0,0,0,0,
549,3,3,0,0,0,0,0,
550,0,0,0,0,0,0,0,
551,3,3,0,0,0,0,0,
552,0,0,0,0,0,0,0,
553,3,3,0,0,0,0,0,
554,0,0,0,0,0,0,0,
555,3,3,0,0,0,0,0,
556,0,0,0,0,0,0,0,
557,3,3,0,0,0,0,0,
558,0,0,0,0,0,0,0,
559,3,3,0,0,0,0,0,
560,0,0,0,0,0,0,0,
561,3,3,0,0,0,0,0,
562,0,0,0,0,0,0,0,
563,3,3,0,0,0,0,0,
564,0,0,0,0,0,0,0,
565,3,3,0,0,0,0,0,
566,0,0,0,0,0,0,0,
567,3,3,0,0,0,0,0,
568,0,0,0,0,0,0,0,
569,3,3,0,0,0,0,0,
570,0,0,0,0,0,0,0,
571,3,3,0,0,0,0,0,
572,0,0,0,0,0,0,0,
573,3,3,0,0,0,0,0,
574,0,0,0,0,0,0,0,
575,3,3,0,0,0,0,0,
576,0,0,0,0,0,0,0,
577,3,3,0,0,0,0,0,
578,0,0,0,0,0,0,0,
579,3,3,0,0,0,0,0,
580,0,0,0,0,0,0,0,
581,3,3,0,0,0,0,0,
582,0,0,0,0,0,0,0,
583,3,3,0,0,0,0,0,
584,0,0,0,0,0,0,0,
585,3,3,0,0,0,0,0,
586,0,0,0,0,0,0,0,
587,3,3,0,0,0,0,0,
588,0,0,0,0,0,0,0,
589,3,3,0,0,0,0,0,
590,0,0,0,0,0,0,0,
591,3,3,0,0,0,0,0,
592,0,0,0,0,0,0,0,
593,3,3,0,0,0,0,0,
594,0,0,0,0,0,0,0,
595,3,3,0,0,0,0,0,
596,0,0,0,0,0,0,0,
597,3,3,0,0,0,0,0,
598,0,0,0,0,0,0,0,
599,3,3,0,0,0,0,0,
600,0,0,0,0,0,0,0,
601,3,3,0,0,0,0,0,
602,0,0,0,0,0,0,0,
603,3,3,0,0,0,0,0,
604,0,0,0,0,0,0,0,
605,3,3,0,0,0,0,0,
606,0,0,0,0,0,0,0,
607,3,3,0,0,0,0,0,
608,0,0,0,0,0,0,0,
609,3,3,0,0,0,0,0,
610,0,0,0,0,0,0,0,
611,3,3,0,0,0,0,0,
612,0,0,0,0,0,0,0,
613,3,3,0,0,0,0,0,
614,0,0,0,0,0,0,0,
615,3,3,0,0,0,0,0,
616,0,0,0,0,0,0,0,
617,3,3,0,0,0,0,0,
618,0,0,0,0,0,0,0,
619,3,3,0,0,0,0,0,
620,0,0,0,0,0,0,0,
621,3,3,0,0,0,0,0,
622,0,0,0,0,0,0,0,
623,3,3,0,0,0,0,0,
624,0,0,0,0,0,0,0,
625,3,3,0,0,0,0,0,
626,0,0,0,0,0,0,0,
627,3,3,0,0,0,0,0,
628,0,0,0,0,0,0,0,
629,3,3,0,0,0,0,0,
630,0,0,0,0,0,0,0,
631,3,3,0,0,0,0,0,
632,0,0,0,0,0,0,0,
633,3,3,0,0,0,0,0,
634,0,0,0,0,0,0,0,
635,3,3,0,0,0,0,0,
636,0,0,0,0,0,0,0,
637,3,3,0,0,0,0,0,
638,0,0,0,0,0,0,0,
639,3,3,0,0,0,0,0,
640,0,0,0,0,0,0,0,
641,4,4,0,0,0,0,0,
642,0,0,0,0,0,0,0,
643,4,4,0,0,0,0,0,
644,0,0,0,0,0,0,0,
645,4,4,0,0,0,0,0,
646,0,0,0,0,0,0,0,
647,4,4,0,0,0,0,0,
648,0,0,0,0,0,0,0,
649,4,4,0,0,0,0,0,
650,0,0,0,0,0,0,0,
651,4,4,0,0,0,0,0,
652,0,0,0,0,0,0,0,
653,4,4,0,0,0,0,0,
654,0,0,0,0,0,0,0,
655,4,4,0,0,0,0,0,
656,0,0,0,0,0,0,0,
657,4,4,0,0,0,0,0,
658,0,0,0,0,0,0,0,
659,4,4,0,0,0,0,0,
660,0,0,0,0,0,0,0,
661,4,4,0,0,0,0,0,
662,0,0,0,0,0,0,0,
663,4,4,0,0,0,0,0,
664,0,0,0,0,0,0,0,
665,4,4,0,0,0,0,0,
666,0,0,0,0,0,0,0,
667,4,4,0,0,0,0,0,
668,0,0,0,0,0,0,0,
669,4,4,0,0,0,0,0,
670,0,0,0,0,0,0,0,
671,4,4,0,0,0,0,0,
672,0,0,0,0,0,0,0,
673,4,4,0,0,0,0,0,
674,0,0,0,0,0,0,0,
675,4,4,0,0,0,0,0,
676,0,0,0,0,0,0,0,
677,4,4,0,0,0,0,0,
678,0,0,0,0,0,0,0,
679,4,4,0,0,0,0,0,
680,0,0,0,0,0,0,0,
681,4,4,0,0,0,0,0,
682,0,0,0,0,0,0,0,
683,4,4,0,0,0,0,0,
684,0,0,0,0,0,0,0,
685,4,4,0,0,0,0,0,
686,0,0,0,0,0,0,0,
687,4,4,0,0,0,0,0,
688,0,0,0,0,0,0,0,
689,4,4,0,0,0,0,0,
690,0,0,0,0,0,0,0,
691,4,4,0,0,0,0,0,
692,0,0,0,0,0,0,0,
693,4,4,0,0,0,0,0,
694,0,0,0,0,0,0,0,
695,4,4,0,0,0,0,0,
696,0,0,0,0,0,0,0,
697,4,4,0,0,0,0,0,
698,0,0,0,0,0,0,0,
699,4,4,0,0,0,0,0,
700,0,0,0,0,0,0,0,
701,4,4,0,0,0,0,0,
702,0,0,0,0,0,0,0,
703,4,4,0,0,0,0,0,
704,0,0,0,0,0,0,0,
705,4,4,0,0,0,0,0,
706,0,0,0,0,0,0,0,
707,4,4,0,0,0,0,0,
708,0,0,0,0,0,0,0,
709,4,4,0,0,0,0,0,
710,0,0,0,0,0,0,0,
711,4,4,0,0,0,0,0,
712,0,0,0,0,0,0,0,
713,4,4,0,0,0,0,0,
714,0,0,0,0,0,0,0,
715,4,4,0,0,0,0,0,
716,0,0,0,0,0,0,0,
717,4,4,0,0,0,0,0,
718,0,0,0,0,0,0,0,
719,4,4,0,0,0,0,0,
720,0,0,0,0,0,0,0,
721,4,4,0,0,0,0,0,
722,0,0,0,0,0,0,0,
723,4,4,0,0,0,0,0,
724,0,0,0,0,0,0,0,
725,4,4,0,0,0,0,0,
726,0,0,0,0,0,0,0,
727,5,5,0,0,0,0,0,
728,0,0,0,0,0,0,0,
729,5,5,0,0,0,0,0,
730,0,0,0,0,0,0,0,
731,5,5,0,0,0,0,0,
732,0,0,0,0,0,0,0,
733,5,5,0,0,0,0,0,
734,0,0,0,0,0,0,0,
735,5,5,0,0,0,0,0,
736,0,0,0,0,0,0,0,
737,5,5,0,0,0,0,0,
738,0,0,0,0,0,0,0,
739,5,5,0,0,0,0,0,
740,0,0,0,0,0,0,0,
741,5,5,0,0,0,0,0,
742,0,0,0,0,0,0,0,
743,5,5,0,0,0,0,0,
744,0,0,0,0,0,0,0,
745,5,5,0,0,0,0,0,
746,0,0,0,0,0,0,0,
747,5,5,0,0,0,0,0,
748,0,0,0,0,0,0,0,
749,5,5,0,0,0,0,0,
750,0,0,0,0,0,0,0,
751,5,5,0,0,0,0,0,
752,0,0,0,0,0,0,0,
753,5,5,0,0,0,0,0,
754,0,0,0,0,0,0,0,
755,5,5,0,0,0,0,0,
756,0,0,0,0,0,0,0,
757,5,5,0,0,0,0,0,
758,0,0,0,0,0,0,0,
759,5,5,0,0,0,0,0,
760,0,0,0,0,0,0,0,
761,5,5,0,0,0,0,0,
762,0,0,0,0,0,0,0,
763,5,5,0,0,0,0,0,
764,0,0,0,0,0,0,0,
765,5,5,0,0,0,0,0,
766,0,0,0,0,0,0,0,
767,5,5,0,0,0,0,0,
768,0,0,0,0,0,0,0,
769,5,5,0,0,0,0,0,
770,0,0,0,0,0,0,0,
771,5,5,0,0,0,0,0,
772,0,0,0,0,0,0,0,
773,5,5,0,0,0,0,0,
774,0,0,0,0,0,0,0,
775,5,5,0,0,0,0,0,
776,0,0,0,0,0,0,0,
777,5,5,0,0,0,0,0,
778,0,0,0,0,0,0,0,
779,5,5,0,0,0,0,0,
780,0,0,0,0,0,0,0,
781,5,5,0,0,0,0,0,
782,0,0,0,0,0,0,0,
783,5,5,0,0,0,0,0,
784,0,0,0,0,0,0,0,
785,5,5,0,0,0,0,0,
786,0,0,0,0,0,0,0,
787,5,5,0,0,0,0,0,
788,0,0,0,0,0,0,0,
789,5,5,0,0,0,0,0,
790,0,0,0,0,0,0,0,
791,5,5,0,0,0,0,0,
792,0,0,0,0,0,0,0,
793,5,5,0,0,0,0,0,
794,0,0,0,0,0,0,0,
795,5,5,0,0,0,0,0,
